what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1223544894188
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223549527911
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223549529195
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553362296
activated,view,org.eclipse.ui.navigator.resources,3.3.100.I20080606-1300,org.eclipse.ui.navigator.ProjectExplorer,1223553364757
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553368819
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553371159
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553375145
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553454471
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553471201
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553472839
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553480453
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1223553489536
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553489560
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553501702
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553514058
started,bundle,org.eclipse.wst.ws.service.policy,1.0.0.v200805221441,org.eclipse.wst.ws.service.policy,1223553518462
started,bundle,org.eclipse.wst.command.env,1.0.305.v200805281530,org.eclipse.wst.command.env,1223553518529
started,bundle,org.eclipse.wst.ws,1.1.0.v200805140300,org.eclipse.wst.ws,1223553518541
started,bundle,org.eclipse.wst.web,1.1.202.v200805140200,org.eclipse.wst.web,1223553518711
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553519104
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools,1223553521293
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1223553541085
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1223553541108
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1223553548330
